Color_Tag,Item1_Tag,Season_Tag,Popularity
Red,Jacket,Winter,0.053281093027895965
Blue,Pants,Fall,0.10081942606597194
Green,Shoes,Winter,0.4904509446762563
White,Jacket,Spring,0.5035466424734547
Black,Shoes,Winter,0.6833986641531936
Red,Shirt,Winter,0.9320105926925693
Black,Shoes,Spring,0.885389404526454
Blue,Jacket,Spring,0.8617726433643313
Blue,Shoes,Winter,0.5002576488845518
Blue,Shoes,Spring,0.6491512207549669
Black,Shirt,Summer,0.07352840174053099
Red,Shirt,Spring,0.2779565284101535
Blue,Pants,Spring,0.4256124076542912
Red,Jacket,Winter,0.942003159227794
Black,Shoes,Fall,0.9224986811652517
Black,Shirt,Fall,0.7268591808766589
Blue,Shirt,Spring,0.5788676793783313
Black,Jacket,Winter,0.8590769905243828
White,Shirt,Summer,0.31969266139484587
Blue,Pants,Spring,0.48355929980895695
Red,Jacket,Summer,0.36287560599749
White,Shirt,Fall,0.4901397503164574
White,Jacket,Winter,0.21549054345801688
Green,Pants,Winter,0.8076258338120018
White,Shoes,Summer,0.9928772030771971
Red,Shoes,Winter,0.7355483961942114
Blue,Pants,Summer,0.24518281225655414
White,Pants,Winter,0.3352785944537747
White,Shoes,Summer,0.42877914881921153
Black,Jacket,Winter,0.23141300342971483
Black,Shirt,Spring,0.7036704619569013
White,Shoes,Summer,0.7393064549837891
Blue,Shoes,Fall,0.09410445594831673
Red,Pants,Winter,0.20910042500028792
White,Shoes,Summer,0.5294140139410345
Red,Pants,Spring,0.6332116713554519
Green,Shoes,Fall,0.4905646130342175
White,Shirt,Summer,0.20803674219175539
Green,Jacket,Fall,0.3870589112119649
Green,Jacket,Spring,0.8230867110130393
Red,Shoes,Summer,0.3095991668022482
White,Shirt,Winter,0.7748098559606454
Blue,Jacket,Fall,0.2133009947681418
Red,Pants,Summer,0.7155325511488327
White,Jacket,Fall,0.37066596724924905
Red,Pants,Summer,0.102088268694005
White,Shirt,Winter,0.10110380875383063
Blue,Jacket,Winter,0.5164783571937638
White,Shoes,Winter,0.4537542830255532
Red,Pants,Winter,0.39040729113322725
White,Pants,Spring,0.8415959853806876
Blue,Jacket,Summer,0.7454981577781691
Blue,Pants,Summer,0.046069280593531436
White,Jacket,Summer,0.748456904058803
Blue,Pants,Spring,0.19650165682378373
Blue,Jacket,Fall,0.06153244938987501
Blue,Pants,Summer,0.16042869070797905
Green,Shirt,Summer,0.7261482963231639
Green,Pants,Fall,0.26339868355180174
Green,Shirt,Summer,0.860294941188308
Red,Jacket,Spring,0.4374136846840635
Black,Shoes,Summer,0.22313199130892025
White,Shoes,Spring,0.24405261003022383
Blue,Jacket,Fall,0.40044004610946726
Black,Shoes,Summer,0.25250504065875223
White,Pants,Fall,0.21025012468647342
White,Shoes,Spring,0.8801156016548393
Blue,Shoes,Fall,0.10368856116025527
Black,Shoes,Fall,0.12194265184609243
Black,Jacket,Winter,0.09015264289908564
Blue,Jacket,Spring,0.1235527401302896
Green,Pants,Winter,0.9644477793852434
Black,Pants,Spring,0.9049162780632852
Red,Shoes,Winter,0.6022978401038904
Blue,Pants,Summer,0.30379334532583935
White,Pants,Summer,0.0093352233337205
Blue,Shoes,Summer,0.3005311290148355
Black,Pants,Summer,0.7880879572323573
Blue,Shoes,Winter,0.8809459974119894
Black,Jacket,Spring,0.1594282100287917
Green,Pants,Spring,0.21998763768390883
Green,Pants,Spring,0.18134218435887883
Green,Pants,Winter,0.741682681117922
White,Shirt,Spring,0.10445934334000784
Black,Shirt,Spring,0.2990884705391842
Green,Jacket,Summer,0.37323515983662925
Blue,Jacket,Fall,0.628898415087957
White,Shirt,Spring,0.570747993269141
Black,Jacket,Spring,0.6223616737966594
White,Jacket,Fall,0.3090143624380499
White,Shoes,Winter,0.9254911640416865
Black,Pants,Summer,0.7787392411021197
Blue,Shoes,Winter,0.8831837625542198
Red,Jacket,Summer,0.25041927975406686
White,Shirt,Summer,0.39910848824900735
Black,Shirt,Summer,0.14827243160990933
White,Jacket,Winter,0.5702617372791539
Blue,Shirt,Fall,0.3719144431162118
Black,Shoes,Winter,0.21250762399774537
White,Pants,Fall,0.32298773842994744
White,Jacket,Winter,0.7570082982601875
White,Shirt,Summer,0.7446468547785282
White,Shoes,Fall,0.39735782775322415
Black,Shoes,Fall,0.907751674589809
Black,Jacket,Winter,0.9720315576884918
Green,Jacket,Fall,0.8513553292587209
White,Pants,Winter,0.480119826874958
Green,Shoes,Summer,0.841929560799539
Red,Shoes,Winter,0.5576089247712143
Green,Jacket,Winter,0.07877866178952508
Blue,Pants,Spring,0.22219019554266572
Green,Shoes,Spring,0.3821212999079846
White,Pants,Summer,0.15296962927533664
Black,Pants,Winter,0.002992341785644781
Black,Jacket,Summer,0.4419073461326266
Black,Shirt,Spring,0.5694267471922474
Green,Shirt,Fall,0.9580240180651592
Black,Jacket,Spring,0.05166505523445275
White,Jacket,Spring,0.5808230082655651
Blue,Pants,Fall,0.6645689566083095
Blue,Jacket,Winter,0.2534921298669768
White,Shirt,Summer,0.5416005073978614
White,Shirt,Summer,0.9256781569914634
Blue,Pants,Summer,0.334926522804157
White,Pants,Fall,0.9407675645213195
Blue,Shoes,Winter,0.8755845257210642
Red,Pants,Spring,0.9423449211726534
White,Shoes,Summer,0.969838962026052
Green,Shoes,Winter,0.9575713662848898
Red,Pants,Winter,0.22336601800815936
White,Jacket,Spring,0.5047919867999136
Green,Shoes,Summer,0.7734712211449145
Black,Pants,Winter,0.7394192731241517
Green,Pants,Spring,0.31616168933456934
White,Pants,Spring,0.43696851908432055
Green,Pants,Spring,0.5360813465569269
Red,Shoes,Spring,0.99273548823101
Green,Shoes,Winter,0.46649458157083235
White,Jacket,Summer,0.16516485919942847
Blue,Jacket,Spring,0.07120760985000496
White,Shirt,Summer,0.8367272981549192
Red,Pants,Spring,0.9242159984565836
Red,Jacket,Summer,0.3750213871588708
Black,Pants,Summer,0.5902913057793705
Blue,Shirt,Winter,0.5168297489130345
White,Pants,Winter,0.21959030962710346
Blue,Pants,Winter,0.3470421141129464
White,Shirt,Winter,0.009462934833351144
Blue,Jacket,Winter,0.818419730377885
Black,Pants,Spring,0.5908488945054341
Red,Shoes,Summer,0.17592730204226603
Red,Jacket,Summer,0.7658712079703739
Blue,Jacket,Summer,0.4539927239860143
Blue,Shoes,Summer,0.36521458906545057
Green,Jacket,Summer,0.2904219496302525
Black,Shirt,Fall,0.3706850049476813
Red,Shoes,Spring,0.12789492063300512
Red,Shoes,Fall,0.7564755897581557
White,Jacket,Summer,0.7589132925429427
Blue,Pants,Spring,0.24462490891505895
Black,Shirt,Fall,0.6295989086488257
Green,Jacket,Spring,0.042890962654431486
White,Pants,Winter,0.9323482098646817
Black,Shirt,Spring,0.10835442546382179
White,Pants,Summer,0.843933687692043
White,Pants,Summer,0.8411827215627874
White,Jacket,Winter,0.13469626121944467
Black,Shirt,Winter,0.47466781383906287
White,Pants,Spring,0.47428693169773295
Red,Pants,Winter,0.2385978742228696
Red,Jacket,Summer,0.6964076652955629
White,Jacket,Fall,0.5763589694569168
Black,Pants,Summer,0.5957817915128523
Black,Shoes,Winter,0.5103632360616885
Blue,Jacket,Spring,0.9060595627112056
White,Jacket,Summer,0.2429808897050244
Red,Shirt,Winter,0.3432369955596186
Blue,Shirt,Fall,0.9395445888304914
Black,Pants,Winter,0.716331868203053
Green,Jacket,Fall,0.12992228753834412
Black,Jacket,Winter,0.8194627944723981
Black,Jacket,Summer,0.2826206070155911
Green,Jacket,Fall,0.4718912288606365
Red,Shoes,Fall,0.8180315940797341
Red,Jacket,Spring,0.03277076854107186
Red,Pants,Summer,0.20315325584667254
Red,Shoes,Spring,0.9471049295842496
Red,Shirt,Winter,0.1003127842110807
Black,Shirt,Summer,0.23639545691649033
Red,Shirt,Spring,0.519842439199871
Red,Jacket,Summer,0.6096002655062893
Green,Jacket,Fall,0.3436072935643175
Red,Jacket,Spring,0.5725473202015868
White,Shoes,Winter,0.3011038642206284
Red,Pants,Fall,0.49889125633399845
Red,Shirt,Fall,0.4617632184844739
Black,Shirt,Fall,0.64608065160461
Red,Pants,Winter,0.976319237150516
Black,Pants,Fall,0.8323631874449432
White,Shoes,Fall,0.6948969390805381
Blue,Shirt,Winter,0.6367320702838959
Blue,Shirt,Spring,0.5190997748359882
White,Shirt,Winter,0.5036502418421435
Black,Jacket,Winter,0.5572528618248603
Green,Shirt,Fall,0.7054615610153954
Blue,Pants,Summer,0.8706209371622934
Black,Shoes,Winter,0.6652888524674941
Blue,Shirt,Summer,0.13338086905531188
Green,Shoes,Fall,0.6688822689182956
Red,Shirt,Summer,0.6945556825103397
Black,Pants,Summer,0.391764697442746
Green,Jacket,Fall,0.3046542176759508
Blue,Jacket,Fall,0.8314670499946655
Black,Jacket,Fall,0.941717093346854
Blue,Pants,Fall,0.5624189829342915
Black,Shoes,Summer,0.2914893502866587
White,Jacket,Winter,0.39761496212102343
Green,Pants,Winter,0.9787312176296705
White,Pants,Winter,0.4641053592575968
Green,Pants,Winter,0.17105151673519026
Green,Pants,Summer,0.26097298653392453
Black,Shoes,Spring,0.6424938841153723
Black,Pants,Winter,0.9445324384974592
Blue,Jacket,Summer,0.7037550812137545
Red,Jacket,Summer,0.2527116852873309
Red,Shirt,Winter,0.23204519025427972
White,Shirt,Winter,0.6216379510116442
Black,Pants,Fall,0.5650753456866328
Black,Shoes,Spring,0.23175279537163862
Green,Jacket,Summer,0.33720491491044
Green,Shirt,Summer,0.9017514181143141
Green,Shirt,Spring,0.8071628035804005
Green,Jacket,Summer,0.10870013337873252
Blue,Shoes,Winter,0.10211739186681024
Green,Jacket,Summer,0.32745452284200527
Green,Shirt,Fall,0.8613709138057714
Red,Jacket,Spring,0.07082098963144867
Black,Shirt,Winter,0.7750855855174624
White,Jacket,Spring,0.26784232976340383
Blue,Shirt,Winter,0.5384353924119848
Red,Jacket,Summer,0.39146534768481345
Green,Pants,Spring,0.8822829089092329
Green,Shirt,Summer,0.006801631780492312
Green,Pants,Winter,0.6405721946980913
White,Shoes,Summer,0.35182769570162387
Green,Pants,Summer,0.016510000998094854
Red,Shoes,Winter,0.24070923825563884
Blue,Pants,Fall,0.19585329901418025
Green,Jacket,Spring,0.40019965296765037
Blue,Jacket,Summer,0.892585854415107
Blue,Shirt,Spring,0.7746182665900886
Green,Shirt,Winter,0.6145368105529998
White,Pants,Winter,0.03991524302637717
Red,Shoes,Summer,0.40754402559898006
Red,Shirt,Spring,0.5981595807194632
Black,Jacket,Summer,0.9234573509152193
Green,Shirt,Summer,0.26916589782871525
Black,Pants,Winter,0.20601426164682624
Green,Shoes,Winter,0.27325677297605144
Red,Pants,Summer,0.604326753165955
Black,Shoes,Winter,0.12508510167182163
Black,Pants,Summer,0.9151164377585714
White,Jacket,Winter,0.9589467454150981
White,Shirt,Fall,0.7659411968721069
Green,Jacket,Spring,0.6565673701352683
Red,Jacket,Summer,0.45928528595034057
Red,Shirt,Winter,0.3684956083548433
White,Jacket,Winter,0.32098883378015597
Black,Jacket,Winter,0.10360585488513174
White,Shoes,Spring,0.34913137675339534
Black,Jacket,Summer,0.41945802648967134
Red,Jacket,Spring,0.060017516984567365
White,Shirt,Summer,0.4919318000274957
Blue,Shoes,Spring,0.08868689181211209
Black,Shirt,Fall,0.8810783023272754
Green,Jacket,Fall,0.7617877201589509
Green,Jacket,Fall,0.9390426192876486
White,Shirt,Fall,0.8220149798257758
Blue,Shoes,Winter,0.795405366556565
Green,Shirt,Winter,0.1386368394335935
Black,Jacket,Fall,0.18677096074210564
Red,Jacket,Fall,0.30116883825914886
Blue,Shoes,Summer,0.5285980098267521
Black,Shoes,Summer,0.654648942074258
Black,Shoes,Summer,0.8384095058343196
Blue,Pants,Spring,0.5425903171836752
Green,Pants,Summer,0.09025329619894062
Green,Pants,Spring,0.9480766128805848
White,Pants,Winter,0.9487726701846005
White,Shirt,Winter,0.5881269800061358
Red,Jacket,Fall,0.45709659533837055
Blue,Shoes,Spring,0.5932272099362649
Red,Shoes,Summer,0.03852018143783842
Red,Jacket,Fall,0.371030316436341
Black,Pants,Fall,0.9132194032504719
Green,Jacket,Winter,0.6906943534998516
Blue,Shirt,Winter,0.7392836587001579
White,Shoes,Summer,0.026581040149596613
Red,Shoes,Spring,0.28730016260419444
White,Shoes,Summer,0.6835171262579003
Black,Pants,Spring,0.05201868721273206
Black,Shoes,Fall,0.9965828140785932
Blue,Jacket,Winter,0.19167881627325345
Black,Shirt,Summer,0.5349328328426693
White,Jacket,Spring,0.4226180417173767
Black,Pants,Fall,0.7907379392167284
Black,Jacket,Winter,0.17240674614246476
Red,Shirt,Spring,0.6986804038166904
Blue,Pants,Fall,0.37225660106926883
Blue,Pants,Fall,0.2496180755945222
Black,Jacket,Spring,0.5703019800712616
Blue,Shoes,Spring,0.7798498190887115
Red,Jacket,Spring,0.31741762064805445
Blue,Jacket,Summer,0.47961094102651514
White,Shoes,Fall,0.3541408993299249
Red,Shoes,Winter,0.26340621960804855
White,Shirt,Summer,0.22132347834953658
Red,Shoes,Summer,0.5296949078694878
Blue,Shirt,Spring,0.7046137055597838
Green,Jacket,Summer,0.8498517324997251
Black,Shirt,Winter,0.2977856313949446
Black,Shirt,Spring,0.2239298667187979
Blue,Shirt,Fall,0.07035686224255067
Green,Pants,Fall,0.8215357461979232
Red,Pants,Spring,0.024755183605437825
Green,Jacket,Summer,0.11329965789973173
Green,Pants,Winter,0.08154314575932864
Green,Jacket,Spring,0.7775767640371642
Black,Shoes,Summer,0.9740819950986647
Red,Pants,Winter,0.3828600781490257
White,Shoes,Winter,0.11733432742292971
White,Jacket,Fall,0.7374286167957643
Black,Pants,Spring,0.2930047452417238
White,Pants,Spring,0.9066792849974897
White,Pants,Winter,0.7624776442032929
Black,Jacket,Spring,0.09856339672518999
Black,Jacket,Spring,0.6403520499648334
Red,Shirt,Spring,0.5189901494656468
Red,Shirt,Spring,0.8173919091472984
Black,Shoes,Summer,0.022532643576386402
Red,Shoes,Spring,0.2675807882143768
Green,Shoes,Winter,0.06596086599701556
Blue,Jacket,Summer,0.4184859064101931
Red,Shirt,Fall,0.32597086017332255
White,Shoes,Summer,0.1396586399176145
Red,Shoes,Spring,0.8383783080222377
Black,Shirt,Summer,0.7438804714157015
Black,Pants,Fall,0.6847023944036976
Red,Pants,Spring,0.2855720795517779
Black,Pants,Winter,0.7818753928283614
Green,Shoes,Fall,0.19563673014253036
Black,Shirt,Spring,0.14938253036791516
Blue,Jacket,Winter,0.2502385503391382
Black,Jacket,Fall,0.5745191402779544
Green,Pants,Summer,0.9563991668900893
White,Shirt,Winter,0.5174727026504427
Green,Pants,Spring,0.4501649158838218
White,Shirt,Spring,0.9003924288709487
Green,Pants,Fall,0.5181948734516132
White,Shirt,Summer,0.853029332127367
Blue,Pants,Summer,0.11002615224592305
Red,Shirt,Summer,0.6762843203798504
Blue,Shoes,Spring,0.7114911395072823
Green,Shoes,Summer,0.6209017283797454
Red,Shirt,Winter,0.5229059754785566
Black,Shirt,Summer,0.7808132648918691
Blue,Shoes,Spring,0.48198838814058875
Blue,Pants,Winter,0.32320545083952623
Red,Shirt,Summer,0.5467434773267118
Blue,Shoes,Spring,0.5378669742890376
Red,Shoes,Spring,0.07549375939376957
Red,Jacket,Fall,0.9790659922683654
Blue,Shoes,Spring,0.9228076185349833
Blue,Pants,Fall,0.2148415858185192
Black,Shirt,Spring,0.19513913633700242
White,Pants,Fall,0.4597930951739594
White,Shoes,Winter,0.10428063742210802
Black,Jacket,Spring,0.24938616770018518
Red,Shoes,Summer,0.47045535168271224
Blue,Pants,Fall,0.9012028603187023
Black,Jacket,Spring,0.42201855116170295
Red,Pants,Spring,0.8423962032746354
Black,Shoes,Fall,0.9923596427487246
Red,Shoes,Spring,0.43385402173771304
White,Pants,Winter,0.7935842651642531
Black,Shirt,Fall,0.6292344840743604
Red,Shirt,Spring,0.5712853755125602
Blue,Jacket,Fall,0.6750985253661046
Blue,Pants,Fall,0.5041662621691954
Red,Shoes,Summer,0.5095401305523588
Green,Shoes,Summer,0.3485722023733725
Blue,Pants,Fall,0.7004545817584434
Green,Pants,Summer,0.8991093461694405
Green,Shirt,Fall,0.7826867453542196
White,Pants,Summer,0.7313132389585094
White,Shoes,Winter,0.093278724842487
Red,Pants,Summer,0.16960465915459177
Red,Jacket,Fall,0.22101460533238915
Black,Pants,Fall,0.7833589515418745
Green,Shoes,Fall,0.905572460769702
White,Jacket,Summer,0.09948792491440317
Green,Shoes,Winter,0.8484413305767919
White,Shirt,Winter,0.313595885462122
Blue,Shirt,Winter,0.03684140507647693
Green,Shoes,Fall,0.5495158276857122
White,Shoes,Winter,0.32908740648046986
Blue,Jacket,Spring,0.8248718274326147
Black,Shirt,Winter,0.3122400384707025
Blue,Shoes,Fall,0.6595674021920074
Blue,Shirt,Summer,0.26524227064174277
Blue,Shirt,Spring,0.6476747919551733
Black,Shirt,Summer,0.5561068214249723
Green,Shoes,Summer,0.2675852634721031
White,Jacket,Winter,0.9077615932189887
Black,Pants,Winter,0.9366001992733146
Red,Pants,Winter,0.5735015533181393
Black,Shoes,Winter,0.9972313300120567
Red,Pants,Winter,0.01545011924167361
Black,Shirt,Winter,0.4263722645459024
Red,Pants,Summer,0.8485379822175885
Black,Pants,Summer,0.05799501651400041
Green,Shoes,Winter,0.08166205388381709
Black,Pants,Summer,0.7402968356339111
White,Jacket,Fall,0.020644056224055518
Red,Shoes,Fall,0.4191852003142784
Red,Shoes,Summer,0.984655975622119
White,Pants,Winter,0.6129187361710507
White,Shirt,Spring,0.9165022211299868
Green,Shoes,Spring,0.3938617170708064
Red,Pants,Fall,0.8424392403119448
Green,Shoes,Fall,0.4236496323383704
Black,Shirt,Winter,0.5519127683984305
Green,Jacket,Fall,0.7359366474563412
Red,Shirt,Winter,0.9222387281587872
Black,Shoes,Summer,0.9155372130588817
Blue,Shirt,Winter,0.8538539098305052
Black,Jacket,Spring,0.19207756838908652
White,Jacket,Spring,0.8797686450338398
Black,Jacket,Fall,0.6899841589994404
White,Jacket,Spring,0.3042879227395753
Black,Shoes,Fall,0.23517053436223734
Blue,Jacket,Spring,0.9867101090446319
White,Jacket,Winter,0.8710519151867457
Green,Pants,Fall,0.1928795526516045
Green,Pants,Summer,0.6743758859418179
White,Shirt,Winter,0.9957949853439912
Green,Jacket,Fall,0.2652539068006252
Blue,Jacket,Summer,0.5730948713639611
Black,Shoes,Summer,0.5170004942739278
Green,Shirt,Winter,0.24319882365908452
Blue,Shirt,Summer,0.4166518801678948
Red,Jacket,Summer,0.4109273663252666
Green,Jacket,Fall,0.6748888368632534
Red,Pants,Summer,0.9111661244357112
Black,Jacket,Fall,0.9806534281742499
Black,Jacket,Fall,0.2036095018599129
Red,Jacket,Summer,0.7480211485230273
White,Shirt,Spring,0.42102590087396563
White,Shoes,Winter,0.6826713202868061
Blue,Shirt,Winter,0.5759988550481658
Green,Jacket,Summer,0.5623869141817703
Red,Pants,Spring,0.9783661534423921
White,Shoes,Spring,0.583286204455756
White,Shoes,Winter,0.13055704724153638
White,Shoes,Spring,0.5174519625938971
Black,Jacket,Winter,0.2446052868465889
White,Shirt,Winter,0.7911231302816105
Blue,Shirt,Winter,0.7269351929721242
Red,Jacket,Spring,0.22492530731565563
Black,Jacket,Summer,0.8645174228916129
Green,Shirt,Summer,0.23806873254673788
Green,Shirt,Spring,0.17087148380424355
Blue,Shirt,Summer,0.35792252683282444
Blue,Pants,Spring,0.29470160670626455
Blue,Pants,Fall,0.29121745036229885
Red,Shoes,Winter,0.1833997064706172
Black,Pants,Fall,0.8319508563244067
White,Pants,Winter,0.3677941670348781
Green,Shoes,Summer,0.06739693554291881
White,Pants,Summer,0.5802045615118672
White,Shirt,Summer,0.9208394813925209
White,Shirt,Fall,0.8232601262624023
Red,Jacket,Spring,0.846780546807928
Blue,Pants,Summer,0.3223538053852836
Red,Jacket,Spring,0.6491179694579027
Green,Jacket,Spring,0.1346688838568083
White,Pants,Spring,0.18136989807244774
Green,Shoes,Winter,0.8304826314630903
Blue,Shirt,Fall,0.05657136589218581
Red,Shoes,Summer,0.02287378210340696
Red,Shoes,Winter,0.5750735868662535
Blue,Shoes,Fall,0.6461664933095926
Green,Shoes,Winter,0.05084190222464546
Black,Shirt,Fall,0.8052753598112722
Blue,Shirt,Winter,0.4410871790033626
Blue,Jacket,Summer,0.8200940184930856
Black,Pants,Fall,0.14736046285243054
Green,Jacket,Spring,0.2646828658338699
Green,Shirt,Summer,0.7894643636999694
Black,Shoes,Spring,0.7348345723668075
Black,Shirt,Winter,0.22980978003398989
White,Jacket,Fall,0.33571288278945366
Black,Pants,Spring,0.0655561365768188
Red,Pants,Fall,0.6390918170890149
Blue,Jacket,Spring,0.8547720731723754
Green,Shirt,Summer,0.8606311064380875
Green,Pants,Fall,0.6966005960751902
Red,Shoes,Fall,0.9211519505000856
Red,Shoes,Winter,0.6397435398659091
Black,Jacket,Fall,0.6624964890137738
Black,Shirt,Winter,0.9163841299406632
Green,Shirt,Fall,0.745065046899633
Green,Shirt,Winter,0.27070962047678326
Red,Shirt,Winter,0.34518867490797855
Green,Pants,Summer,0.11733879102299505
Blue,Jacket,Spring,0.7054799407114796
White,Jacket,Spring,0.361853634954175
Red,Shoes,Spring,0.024075689762279584
Blue,Pants,Spring,0.7189213938221592
White,Pants,Summer,0.8768639152010491
White,Shoes,Winter,0.24702671961845635
Green,Shoes,Summer,0.17115570414073067
Green,Jacket,Summer,0.1753484585889339
Red,Shirt,Spring,0.8771712761863499
Green,Shirt,Winter,0.8943950032051295
Green,Shirt,Spring,0.7150896559620012
Red,Shirt,Spring,0.07210166114098482
Blue,Pants,Winter,0.6491309208566522
Black,Shoes,Winter,0.756186338938469
White,Jacket,Winter,0.300545834967999
Blue,Pants,Winter,0.891147491591982
Green,Shoes,Spring,0.47345709252716117
Blue,Pants,Winter,0.36278986546411074
White,Jacket,Winter,0.9847094160698401
Green,Pants,Winter,0.9162182374093966
Green,Shoes,Summer,0.0034458788173747923
Green,Shoes,Fall,0.407796755725059
Black,Shirt,Spring,0.7486461093797985
Red,Shirt,Fall,0.9768683086650396
Blue,Shoes,Spring,0.11035478912527497
Blue,Shoes,Fall,0.3110897509168904
White,Pants,Spring,0.024321258097418363
Blue,Shirt,Summer,0.17612766048599038
Black,Pants,Summer,0.07326035905066719
Black,Shoes,Fall,0.4584111424797752
Green,Jacket,Summer,0.3649282192311797
Red,Pants,Summer,0.08672118754038638
Black,Pants,Fall,0.9532827658634607
White,Shirt,Fall,0.28025541547896715
Red,Shirt,Summer,0.5349331177747217
Black,Shirt,Winter,0.7023315613067667
Black,Shirt,Fall,0.23614434000919526
Red,Shirt,Fall,0.4324561495050845
Green,Shirt,Winter,0.7075882262525078
Red,Jacket,Fall,0.04161867822986731
Red,Shoes,Winter,0.5107731194745644
Red,Shirt,Winter,0.46224829698477143
Blue,Shirt,Winter,0.1795368099196667
Green,Shirt,Summer,0.08241120016731862
Red,Pants,Summer,0.5627811089573647
White,Pants,Summer,0.8111865220680817
Blue,Shoes,Summer,0.06436680867674494
Red,Shoes,Fall,0.8130208194656643
Green,Pants,Winter,0.19003760106814283
Red,Shoes,Fall,0.3472121255674705
Black,Shoes,Summer,0.8780673392748262
Red,Jacket,Fall,0.9864425026633998
Blue,Pants,Fall,0.7788053815818015
White,Shirt,Winter,0.020301026356415397
White,Shoes,Winter,0.1367784372701245
Red,Pants,Spring,0.6573861671257875
Green,Jacket,Summer,0.5546326728968869
Black,Shoes,Fall,0.5016937598115594
Blue,Shoes,Spring,0.4013557557939046
Green,Shoes,Winter,0.9469720471950182
Black,Jacket,Summer,0.5805521808669816
Red,Shoes,Spring,0.7096904164867881
Blue,Shirt,Winter,0.9649849884392321
Blue,Pants,Summer,0.2641517541660885
Blue,Pants,Winter,0.32827365815062204
Green,Jacket,Summer,0.8148515974729709
Blue,Shoes,Fall,0.5684515759526109
Green,Shirt,Summer,0.2660868541318169
White,Jacket,Winter,0.8521781970808789
Blue,Shirt,Winter,0.053032651728465274
Black,Shirt,Fall,0.3743152068088016
Red,Pants,Summer,0.28148552311147623
Red,Pants,Summer,0.09796928776069347
Green,Jacket,Summer,0.8992479168871008
Green,Shoes,Summer,0.24487408172046465
Blue,Pants,Fall,0.5323962422720647
Black,Pants,Fall,0.7244956213609831
White,Jacket,Fall,0.2130851899333427
White,Jacket,Fall,0.9606975922441167
Red,Shoes,Summer,0.2501450751397968
White,Pants,Fall,0.8799280680529293
Green,Shirt,Fall,0.4230920862509363
Green,Shoes,Fall,0.515325839594671
Red,Shoes,Summer,0.30627878238193373
White,Shirt,Spring,0.14432004677656052
Black,Shirt,Spring,0.8308253275894347
Green,Jacket,Summer,0.6962332499806316
Blue,Shirt,Fall,0.6397137660886517
Black,Shoes,Spring,0.9496893173148211
White,Jacket,Winter,0.8215826450164155
White,Pants,Summer,0.737328989316788
Blue,Shirt,Winter,0.06427353931358837
Red,Jacket,Summer,0.028030918154494766
Blue,Shoes,Fall,0.053514165506439726
Black,Shoes,Spring,0.8478594671018109
White,Shoes,Fall,0.40324764759017584
Red,Pants,Winter,0.5839895834314286
Blue,Pants,Winter,0.7715191219870048
Blue,Jacket,Spring,0.6737625831673069
Blue,Shirt,Fall,0.006325467772349658
Red,Pants,Winter,0.3807898513739083
White,Shirt,Summer,0.8276026359146733
Red,Pants,Fall,0.7659482368979994
Green,Shirt,Winter,0.8837633115799911
White,Shoes,Fall,0.0036819143288673306
Black,Shoes,Summer,0.8507603838127725
Red,Shirt,Spring,0.8408703068927282
Blue,Shoes,Winter,0.6830689428497624
Red,Jacket,Spring,0.6164348985865382
Black,Shirt,Summer,0.09141849817745307
Blue,Shirt,Fall,0.5085437453191815
Red,Jacket,Fall,0.8225763899884654
White,Shoes,Fall,0.35220389974072064
Green,Shirt,Winter,0.8644514365319802
Blue,Jacket,Summer,0.4194550386231457
Red,Pants,Spring,0.37354226455691364
Red,Shirt,Winter,0.5473740291359773
Red,Shirt,Winter,0.06994067475660448
Red,Pants,Winter,0.7992077783773517
Black,Jacket,Winter,0.05877559511962971
Green,Shirt,Spring,0.6002288889423281
Green,Shoes,Winter,0.1469640465781199
Green,Pants,Fall,0.3850523923682978
Blue,Shoes,Winter,0.6046804499312048
Green,Jacket,Fall,0.5293157540379307
Black,Pants,Fall,0.18839987161562133
Red,Shoes,Fall,0.30279841411645003
Red,Shirt,Winter,0.6240128469296002
Green,Pants,Winter,0.503320039901185
Green,Shirt,Summer,0.21360303488976085
White,Shoes,Summer,0.8224145390372658
Red,Jacket,Spring,0.5685943237723681
Red,Shirt,Fall,0.11546503327352686
Black,Shoes,Spring,0.41038450807599647
Blue,Shoes,Fall,0.1367375329662095
Green,Pants,Spring,0.2696725998972773
Blue,Shirt,Winter,0.7421464406257584
White,Shoes,Winter,0.9181404477470977
Blue,Pants,Winter,0.12184470677226311
Black,Pants,Spring,0.13859716436591618
White,Pants,Summer,0.9272642947076196
Red,Shirt,Fall,0.26554883188509715
Green,Pants,Winter,0.35283167871067644
Red,Pants,Spring,0.26274616376432436
Blue,Pants,Spring,0.8355400758485789
Green,Pants,Summer,0.6399719233810539
White,Shirt,Fall,0.0842259623605005
Red,Shoes,Spring,0.46915274423724307
Green,Pants,Summer,0.899051188407929
Green,Pants,Winter,0.426934803909112
Blue,Jacket,Summer,0.4337745325673056
Blue,Jacket,Winter,0.47314099852607927
White,Pants,Spring,0.5776467671829084
Red,Pants,Summer,0.27162058473577033
Blue,Pants,Spring,0.790839192188766
Blue,Shoes,Summer,0.8723887714792986
Black,Shoes,Summer,0.013348257965058008
Green,Shoes,Spring,0.4601384792176171
Black,Pants,Summer,0.8223647424643212
White,Shirt,Fall,0.7149261896915261
Green,Shirt,Winter,0.467133889820299
